	(Intercept)	x.c.V8	x.c.V10	x.c.V11	x.c.V13	x.c.V5	x.c.V7	x.c.V12	x.c.V6	I(x.c.V8^2)	I(x.c.V10^2)	I(x.c.V11^2)	I(x.c.V13^2)	I(x.c.V5^2)	I(x.c.V7^2)	I(x.c.V12^2)	I(x.c.V6^2)	x.c.V8:x.c.V10	x.c.V8:x.c.V11	x.c.V8:x.c.V13	x.c.V8:x.c.V5	x.c.V8:x.c.V7	x.c.V8:x.c.V12	x.c.V8:x.c.V6	x.c.V10:x.c.V11	x.c.V10:x.c.V13	x.c.V10:x.c.V5	x.c.V10:x.c.V7	x.c.V10:x.c.V12	x.c.V10:x.c.V6	x.c.V11:x.c.V13	x.c.V11:x.c.V5	x.c.V11:x.c.V7	x.c.V11:x.c.V12	x.c.V11:x.c.V6	x.c.V13:x.c.V5	x.c.V13:x.c.V7	x.c.V13:x.c.V12	x.c.V13:x.c.V6	x.c.V5:x.c.V7	x.c.V5:x.c.V12	x.c.V5:x.c.V6	x.c.V7:x.c.V12	x.c.V7:x.c.V6	x.c.V12:x.c.V6
305	1	65	590	-11	100	5840	38	69.98	0	4225	348100	121	10000	34105600	1444	48.972.004	0	38350	-715	6500	379600	2470	4548.7	0	-6490	59000	3445600	22420	41288.2	0	-1100	-64240	-418	-769.78	0	584000	3800	6998	0	221920	408683.2	0	2659.24	0	0
308	1	71	328	-40	150	5920	22	80.6	3	5041	107584	1600	22500	35046400	484	6496.36	9	23288	-2840	10650	420320	1562	5722.6	213	-13120	49200	1941760	7216	26436.8	984	-6000	-236800	-880	-3224	-120	888000	3300	12090	450	130240	477152	17760	1773.2	66	241.8
310	1	70	5000	-29	300	5860	19	61.7	7	4900	2.5e+07	841	90000	34339600	361	3806.89	49	350000	-2030	21000	410200	1330	4319	490	-145000	1500000	29300000	95000	308500	35000	-8700	-169940	-551	-1789.3	-203	1758000	5700	18510	2100	111340	361562	41020	1172.3	133	431.9
312	1	68	597	-22	30	5840	45	73.58	0	4624	356409	484	900	34105600	2025	54.140.164	0	40596	-1496	2040	397120	3060	5003.44	0	-13134	17910	3486480	26865	43927.26	0	-660	-128480	-990	-1618.76	0	175200	1350	2207.4	0	262800	429707.2	0	3311.1	0	0
314	1	69	469	-4	50	5810	47	71.78	2	4761	219961	16	2500	33756100	2209	51.523.684	4	32361	-276	3450	400890	3243	4952.82	138	-1876	23450	2724890	22043	33664.82	938	-200	-23240	-188	-287.12	-8	290500	2350	3589	100	273070	417041.8	11620	3373.66	94	143.56
315	1	59	1541	18	20	5770	73	63.14	2	3481	2374681	324	400	33292900	5329	39.866.596	4	90919	1062	1180	340430	4307	3725.26	118	27738	30820	8891570	112493	97298.74	3082	360	103860	1314	1136.52	36	115400	1460	1262.8	40	421210	364317.8	11540	4609.22	146	126.28
316	1	49	5000	24	200	5710	67	41.9	4	2401	2.5e+07	576	40000	32604100	4489	1755.61	16	245000	1176	9800	279790	3283	2053.1	196	120000	1,00E+06	28550000	335000	209500	20000	4800	137040	1608	1005.6	96	1142000	13400	8380	800	382570	239249	22840	2807.3	268	167.6
317	1	39	5000	15	120	5500	56	41.72	9	1521	2.5e+07	225	14400	30250000	3136	17.405.584	81	195000	585	4680	214500	2184	1627.08	351	75000	6,00E+05	27500000	280000	208600	45000	1800	82500	840	625.8	135	660000	6720	5006.4	1080	308000	229460	49500	2336.32	504	375.48
318	1	50	5000	27	300	5660	54	44.6	3	2500	2.5e+07	729	90000	32035600	2916	1989.16	9	250000	1350	15000	283000	2700	2230	150	135000	1500000	28300000	270000	223000	15000	8100	152820	1458	1204.2	81	1698000	16200	13380	900	305640	252436	16980	2408.4	162	133.8
319	1	46	5000	54	200	5700	71	42.8	3	2116	2.5e+07	2916	40000	32490000	5041	1831.84	9	230000	2484	9200	262200	3266	1968.8	138	270000	1,00E+06	28500000	355000	214000	15000	10800	307800	3834	2311.2	162	1140000	14200	8560	600	404700	243960	17100	3038.8	213	128.4
320	1	54	5000	-28	70	5810	59	53.6	5	2916	2.5e+07	784	4900	33756100	3481	2872.96	25	270000	-1512	3780	313740	3186	2894.4	270	-140000	350000	29050000	295000	268000	25000	-1960	-162680	-1652	-1500.8	-140	406700	4130	3752	350	342790	311416	29050	3162.4	295	268
321	1	60	5000	-38	140	5860	25	63.5	0	3600	2.5e+07	1444	19600	34339600	625	4032.25	0	3,00E+05	-2280	8400	351600	1500	3810	0	-190000	7,00E+05	29300000	125000	317500	0	-5320	-222680	-950	-2413	0	820400	3500	8890	0	146500	372110	0	1587.5	0	0
322	1	62	5000	-36	150	5900	24	60.08	0	3844	2.5e+07	1296	22500	34810000	576	36.096.064	0	310000	-2232	9300	365800	1488	3724.96	0	-180000	750000	29500000	120000	300400	0	-5400	-212400	-864	-2162.88	0	885000	3600	9012	0	141600	354472	0	1441.92	0	0
323	1	65	2014	-20	200	5850	41	69.98	5	4225	4056196	400	40000	34222500	1681	48.972.004	25	130910	-1300	13000	380250	2665	4548.7	325	-40280	402800	11781900	82574	140939.72	10070	-4000	-117000	-820	-1399.6	-100	1170000	8200	13996	1000	239850	409383	29250	2869.18	205	349.9
324	1	66	436	1	4	5780	50	70.34	3	4356	190096	1	16	33408400	2500	49.477.156	9	28776	66	264	381480	3300	4642.44	198	436	1744	2520080	21800	30668.24	1308	4	5780	50	70.34	3	23120	200	281.36	12	289000	406565.2	17340	3517	150	211.02
325	1	66	830	3	40	5790	76	66.02	0	4356	688900	9	1600	33524100	5776	43.586.404	0	54780	198	2640	382140	5016	4357.32	0	2490	33200	4805700	63080	54796.6	0	120	17370	228	198.06	0	231600	3040	2640.8	0	440040	382255.8	0	5017.52	0	0
326	1	63	1112	-8	30	5780	82	66.38	2	3969	1236544	64	900	33408400	6724	44.063.044	4	70056	-504	1890	364140	5166	4181.94	126	-8896	33360	6427360	91184	73814.56	2224	-240	-46240	-656	-531.04	-16	173400	2460	1991.4	60	473960	383676.4	11560	5443.16	164	132.76
327	1	62	1210	-17	30	5770	81	67.82	2	3844	1464100	289	900	33292900	6561	45.995.524	4	75020	-1054	1860	357740	5022	4204.84	124	-20570	36300	6981700	98010	82062.2	2420	-510	-98090	-1377	-1152.94	-34	173100	2430	2034.6	60	467370	391321.4	11540	5493.42	162	135.64
328	1	60	501	-22	2	5750	85	70.88	2	3600	251001	484	4	33062500	7225	50.239.744	4	30060	-1320	120	345000	5100	4252.8	120	-11022	1002	2880750	42585	35510.88	1002	-44	-126500	-1870	-1559.36	-44	11500	170	141.76	4	488750	407560	11500	6024.8	170	141.76
329	1	63	875	-15	0	5780	76	68.9	5	3969	765625	225	0	33408400	5776	4747.21	25	55125	-945	0	364140	4788	4340.7	315	-13125	0	5057500	66500	60287.5	4375	0	-86700	-1140	-1033.5	-75	0	0	0	0	439280	398242	28900	5236.4	380	344.5
330	1	60	1601	7	30	5790	66	62.06	5	3600	2563201	49	900	33524100	4356	38.514.436	25	96060	420	1800	347400	3960	3723.6	300	11207	48030	9269790	105666	99358.06	8005	210	40530	462	434.42	35	173700	1980	1861.8	150	382140	359327.4	28950	4095.96	330	310.3
331	1	58	5000	59	60	5750	58	41.9	6	3364	2.5e+07	3481	3600	33062500	3364	1755.61	36	290000	3422	3480	333500	3364	2430.2	348	295000	3,00E+05	28750000	290000	209500	30000	3540	339250	3422	2472.1	354	345000	3480	2514	360	333500	240925	34500	2430.2	348	251.4
332	1	34	5000	-63	150	5670	19	37.04	8	1156	2.5e+07	3969	22500	32148900	361	13.719.616	64	170000	-2142	5100	192780	646	1259.36	272	-315000	750000	28350000	95000	185200	40000	-9450	-357210	-1197	-2333.52	-504	850500	2850	5556	1200	107730	210016.8	45360	703.76	152	296.32
333	1	36	5000	-52	100	5760	19	41	0	1296	2.5e+07	2704	10000	33177600	361	1681	0	180000	-1872	3600	207360	684	1476	0	-260000	5,00E+05	28800000	95000	205000	0	-5200	-299520	-988	-2132	0	576000	1900	4100	0	109440	236160	0	779	0	0
334	1	44	2280	-54	250	5770	19	55.76	4	1936	5198400	2916	62500	33292900	361	31.091.776	16	100320	-2376	11000	253880	836	2453.44	176	-123120	570000	13155600	43320	127132.8	9120	-13500	-311580	-1026	-3011.04	-216	1442500	4750	13940	1000	109630	321735.2	23080	1059.44	76	223.04
335	1	53	2047	-43	150	5810	19	63.5	2	2809	4190209	1849	22500	33756100	361	4032.25	4	108491	-2279	7950	307930	1007	3365.5	106	-88021	307050	11893070	38893	129984.5	4094	-6450	-249830	-817	-2730.5	-86	871500	2850	9525	300	110390	368935	11620	1206.5	38	127
336	1	52	5000	-69	200	5810	19	56.48	2	2704	2.5e+07	4761	40000	33756100	361	31.899.904	4	260000	-3588	10400	302120	988	2936.96	104	-345000	1,00E+06	29050000	95000	282400	10000	-13800	-400890	-1311	-3897.12	-138	1162000	3800	11296	400	110390	328148.8	11620	1073.12	38	112.96
337	1	53	3720	-50	200	5870	19	61.34	3	2809	13838400	2500	40000	34456900	361	37.625.956	9	197160	-2650	10600	311110	1007	3251.02	159	-186000	744000	21836400	70680	228184.8	11160	-10000	-293500	-950	-3067	-150	1174000	3800	12268	600	111530	360065.8	17610	1165.46	57	184.02
338	1	58	311	-24	200	5830	27	69.98	2	3364	96721	576	40000	33988900	729	48.972.004	4	18038	-1392	11600	338140	1566	4058.84	116	-7464	62200	1813130	8397	21763.78	622	-4800	-139920	-648	-1679.52	-48	1166000	5400	13996	400	157410	407983.4	11660	1889.46	54	139.96
339	1	55	2536	28	80	5760	64	56.48	0	3025	6431296	784	6400	33177600	4096	31.899.904	0	139480	1540	4400	316800	3520	3106.4	0	71008	202880	14607360	162304	143233.28	0	2240	161280	1792	1581.44	0	460800	5120	4518.4	0	368640	325324.8	0	3614.72	0	0
340	1	50	1154	-22	60	5680	52	61.52	0	2500	1331716	484	3600	32262400	2704	37.847.104	0	57700	-1100	3000	284000	2600	3076	0	-25388	69240	6554720	60008	70994.08	0	-1320	-124960	-1144	-1353.44	0	340800	3120	3691.2	0	295360	349433.6	0	3199.04	0	0
341	1	48	2933	-40	300	5780	19	59.9	4	2304	8602489	1600	90000	33408400	361	3588.01	16	140784	-1920	14400	277440	912	2875.2	192	-117320	879900	16952740	55727	175686.7	11732	-12000	-231200	-760	-2396	-160	1734000	5700	17970	1200	109820	346222	23120	1138.1	76	239.6
342	1	51	3064	-33	200	5810	19	62.78	3	2601	9388096	1089	40000	33756100	361	39.413.284	9	156264	-1683	10200	296310	969	3201.78	153	-101112	612800	17801840	58216	192357.92	9192	-6600	-191730	-627	-2071.74	-99	1162000	3800	12556	600	110390	364751.8	17430	1192.82	57	188.34
343	1	62	826	-16	300	5760	32	64.76	0	3844	682276	256	90000	33177600	1024	41.938.576	0	51212	-992	18600	357120	1984	4015.12	0	-13216	247800	4757760	26432	53491.76	0	-4800	-92160	-512	-1036.16	0	1728000	9600	19428	0	184320	373017.6	0	2072.32	0	0
344	1	40	5000	2	50	5680	58	42.98	0	1600	2.5e+07	4	2500	32262400	3364	18.472.804	0	2,00E+05	80	2000	227200	2320	1719.2	0	10000	250000	28400000	290000	214900	0	100	11360	116	85.96	0	284000	2900	2149	0	329440	244126.4	0	2492.84	0	0
345	1	44	111	-52	40	5750	26	68.18	0	1936	12321	2704	1600	33062500	676	46.485.124	0	4884	-2288	1760	253000	1144	2999.92	0	-5772	4440	638250	2886	7567.98	0	-2080	-299000	-1352	-3545.36	0	230000	1040	2727.2	0	149500	392035	0	1772.68	0	0
346	1	49	5000	-48	70	5790	19	54.68	5	2401	2.5e+07	2304	4900	33524100	361	29.899.024	25	245000	-2352	3430	283710	931	2679.32	245	-240000	350000	28950000	95000	273400	25000	-3360	-277920	-912	-2624.64	-240	405300	1330	3827.6	350	110010	316597.2	28950	1038.92	95	273.4
347	1	53	5000	-37	150	5770	19	55.58	3	2809	2.5e+07	1369	22500	33292900	361	30.891.364	9	265000	-1961	7950	305810	1007	2945.74	159	-185000	750000	28850000	95000	277900	15000	-5550	-213490	-703	-2056.46	-111	865500	2850	8337	450	109630	320696.6	17310	1056.02	57	166.74
348	1	53	5000	-26	150	5750	19	51.08	0	2809	2.5e+07	676	22500	33062500	361	26.091.664	0	265000	-1378	7950	304750	1007	2707.24	0	-130000	750000	28750000	95000	255400	0	-3900	-149500	-494	-1328.08	0	862500	2850	7662	0	109250	293710	0	970.52	0	0
349	1	53	5000	-31	70	5720	19	51.44	0	2809	2.5e+07	961	4900	32718400	361	26.460.736	0	265000	-1643	3710	303160	1007	2726.32	0	-155000	350000	28600000	95000	257200	0	-2170	-177320	-589	-1594.64	0	400400	1330	3600.8	0	108680	294236.8	0	977.36	0	0
350	1	55	948	-48	200	5760	19	70.7	3	3025	898704	2304	40000	33177600	361	4998.49	9	52140	-2640	11000	316800	1045	3888.5	165	-45504	189600	5460480	18012	67023.6	2844	-9600	-276480	-912	-3393.6	-144	1152000	3800	14140	600	109440	407232	17280	1343.3	57	212.1
351	1	51	5000	-50	120	5780	19	50.9	0	2601	2.5e+07	2500	14400	33408400	361	2590.81	0	255000	-2550	6120	294780	969	2595.9	0	-250000	6,00E+05	28900000	95000	254500	0	-6000	-289000	-950	-2545	0	693600	2280	6108	0	109820	294202	0	967.1	0	0
352	1	54	5000	-22	150	5660	19	48.56	4	2916	2.5e+07	484	22500	32035600	361	23.580.736	16	270000	-1188	8100	305640	1026	2622.24	216	-110000	750000	28300000	95000	242800	20000	-3300	-124520	-418	-1068.32	-88	849000	2850	7284	600	107540	274849.6	22640	922.64	76	194.24
353	1	48	3687	-10	150	5610	58	46.94	2	2304	13593969	100	22500	31472100	3364	22.033.636	4	176976	-480	7200	269280	2784	2253.12	96	-36870	553050	20684070	213846	173067.78	7374	-1500	-56100	-580	-469.4	-20	841500	8700	7041	300	325380	263333.4	11220	2722.52	116	93.88
354	1	53	5000	0	60	5640	51	44.24	0	2809	2.5e+07	0	3600	31809600	2601	19.571.776	0	265000	0	3180	298920	2703	2344.72	0	0	3,00E+05	28200000	255000	221200	0	0	0	0	0	0	338400	3060	2654.4	0	287640	249513.6	0	2256.24	0	0
355	1	49	5000	-19	70	5680	52	45.68	3	2401	2.5e+07	361	4900	32262400	2704	20.866.624	9	245000	-931	3430	278320	2548	2238.32	147	-95000	350000	28400000	260000	228400	15000	-1330	-107920	-988	-867.92	-57	397600	3640	3197.6	210	295360	259462.4	17040	2375.36	156	137.04
356	1	48	5000	-28	150	5650	19	45.32	5	2304	2.5e+07	784	22500	31922500	361	20.539.024	25	240000	-1344	7200	271200	912	2175.36	240	-140000	750000	28250000	95000	226600	25000	-4200	-158200	-532	-1268.96	-140	847500	2850	6798	750	107350	256058	28250	861.08	95	226.6
357	1	51	5000	-25	300	5710	19	48.38	4	2601	2.5e+07	625	90000	32604100	361	23.406.244	16	255000	-1275	15300	291210	969	2467.38	204	-125000	1500000	28550000	95000	241900	20000	-7500	-142750	-475	-1209.5	-100	1713000	5700	14514	1200	108490	276249.8	22840	919.22	76	193.52
358	1	47	508	-10	100	5680	57	58.64	4	2209	258064	100	10000	32262400	3249	34.386.496	16	23876	-470	4700	266960	2679	2756.08	188	-5080	50800	2885440	28956	29789.12	2032	-1000	-56800	-570	-586.4	-40	568000	5700	5864	400	323760	333075.2	22720	3342.48	228	234.56
359	1	50	2851	-5	70	5630	50	50	4	2500	8128201	25	4900	31696900	2500	2500	16	142550	-250	3500	281500	2500	2500	200	-14255	199570	16051130	142550	142550	11404	-350	-28150	-250	-250	-20	394100	3500	3500	280	281500	281500	22520	2500	200	200
362	1	51	111	-14	200	5730	53	72.5	3	2601	12321	196	40000	32832900	2809	5256.25	9	5661	-714	10200	292230	2703	3697.5	153	-1554	22200	636030	5883	8047.5	333	-2800	-80220	-742	-1015	-42	1146000	10600	14500	600	303690	415425	17190	3842.5	159	217.5
363	1	51	5000	-36	70	5690	23	51.26	3	2601	2.5e+07	1296	4900	32376100	529	26.275.876	9	255000	-1836	3570	290190	1173	2614.26	153	-180000	350000	28450000	115000	256300	15000	-2520	-204840	-828	-1845.36	-108	398300	1610	3588.2	210	130870	291669.4	17070	1178.98	69	153.78
364	1	50	3704	18	40	5650	61	46.94	3	2500	13719616	324	1600	31922500	3721	22.033.636	9	185200	900	2000	282500	3050	2347	150	66672	148160	20927600	225944	173865.76	11112	720	101700	1098	844.92	54	226000	2440	1877.6	120	344650	265211	16950	2863.34	183	140.82
365	1	39	5000	8	100	5550	85	39.92	4	1521	2.5e+07	64	10000	30802500	7225	15.936.064	16	195000	312	3900	216450	3315	1556.88	156	40000	5,00E+05	27750000	425000	199600	20000	800	44400	680	319.36	32	555000	8500	3992	400	471750	221556	22200	3393.2	340	159.68
